CN;Stock;PVP_con_IVA;IVA;Prospecto;EAN13;Descripcion;Precio_Coste;Familia;Categoria;Subcategoria;Laboratorio;PVP2;Ubicaciones;ID_WooCommerce;Estado;Fecha_Creacion;Fecha_Modificacion
8412122220495;0;9.876;21;;;<p>El estrés, las horas delante de las pantallas y la falta de sueño son factores que afectan al contorno de los ojos, la combinación de ingredientes de los parches Coffe O’clock suavizan y descongestionan:</p> <p>- Cafeína: aporta luz y firmeza.</p> <p>- Alga Chondrus Crispus: su alta concentración de antioxidantes protege del envejecimiento.</p> <p>- Ácido hialurónico: reafirmante y suavizante.</p> <p>- Alantoína: calmante y antiirritante, estimula la producción del colágeno y la elastina.</p> <p>Para potenciar su acción descongestionante, guardar los parches en la nevera antes de aplicarlos</p> <p>Advertencias: Uso externo. No reutilizable. Evitar su uso sobre quemaduras o piel dañada. Se recomienda interrumpir su uso en caso de molestia o irritación y consultar con un médico. Mantener fuera del alcance de los niños.</p>;;;Contorno de Ojos, novedades;;;;;3223;publish;2024-06-11 17:50:57;2025-05-23 16:57:20
8470003829373;2;3.719;21;;;<p>Es recomendable que antes de proceder a eliminar durezas introduzcas primero los pies en agua tibia para reblandecer la piel.</p>;;;MANOS Y PIES;;;;;3221;publish;2024-06-11 17:50:55;2025-05-23 16:57:20
8470002469426;6;4.9174;21;;;BETER TIJERA BEBE MANGO PLASTICO 9.2 CM;;;CUIDADO DEL BEBÉ;;;;;3217;publish;2024-06-11 17:50:53;2025-05-23 16:57:20
8412122440633;0;8.6777;21;;;<p>Su cepillo cónico facilita una aplicación precisa: distribuye el producto sin apelmazar.</p> <p>63% de ingredientes de origen natural como aceite de ricino y cera de carnauba.</p> <p>Fórmula libre de : alcohol, D5, D6, fragancia/aromas, gluten, microplásticos, parabenos, PEG, silicona, talco y TEA.</p>;;;Máscara de Pestañas;;;;;3211;publish;2024-06-11 17:50:50;2025-05-23 16:57:20
8470001875525;1;5.4091;21;;;BETER MIMETIK APOSITO LIQUIDO  1.5 G;;;Tiritas y Apósitos;;;;;3207;publish;2024-06-11 17:50:49;2025-05-23 16:57:21
8412122070229;6;8.2231;21;;;BETER MINICURE KIT BEBE CORTAUNAS Y LIMA 1 UNIDAD;;;Tijeras y Cortauñas;;;;;3209;publish;2024-06-11 17:50:49;2025-05-23 16:57:21
8412122440626;5;8.6777;21;;;<p>Testada dermatológicamente· Long lasting</p> <p>Curvatura</p> <p>·Volumen</p> <p>·Definición</p> <p>Con cera de carnauba</p> <p>Cepillo Reloj de arena</p>;;;Máscara de Pestañas;;;;;3205;publish;2024-06-11 17:50:48;2025-05-23 16:57:21
8470001990495;7;13.1818;21;;;<p><strong>Modo de empleo</strong></p> <p>Aplicar sobre la zona indicada realizando un ligero masaje para facilitar su absorción. Aplicar de 2 a 3 veces por día.</p>;;;Golpes y Masajes;;;;;3201;publish;2024-06-11 14:49:49;2025-05-23 16:57:21
3574661785820;1;19.99;21;;;"<p><strong>PRINCIPALES BENEFICIOS</strong></p> <p>- Hidratación y Reparación</p> <p></p> <p>- Alivio del picor y escozor</p> <p><strong>FUNCIÓN</strong></p> <p style=""margin-bottom:6pt;margin-top:0pt;"">Ayuda a reparar y proteger la piel desde la primera aplicación ( piel muy seca e irritada).</p> <p><strong>MODO DE EMPLEO</strong></p> <p style=""margin-bottom:6pt;margin-top:0pt;"">Aplicar una o dos veces al día tras el baño o la ducha insiste en las zonas más secas ( piernas, rodillas, codos).</p>";;;Hidratación;;;;;3197;publish;2024-06-06 20:00:09;2025-05-23 16:57:21
8436044514104;3;12.2727;21;;;<p>El Té Verde es un producto elaborado a través de la planta Camellia sinensis. Es universalmente conocido como bebida, sin embargo, cada vez es más popular su consumo en forma de extracto.Ha sido utilizado por numerosas civilizaciones desde hace milenios. Su uso y consumo no ha hecho más que aumentar.El Té Verde se caracteriza por su presencia en Vitamina C (utilizado en viajes asiáticos para prevenir el escorbuto),  L-Teanina y, sobre todo, por la presencia de polifenoles y catequinas.</p> <p><strong>Ingredientes</strong></p> <p>Extracto seco de Té verde(Hoja) (Camellia sinensis (L.) Kuntze.,Ratio 8:1, Polifenoles 50%, Catequinas 30%, EGCG 15%, Cafeína 7% )700 mg, Agente de recubrimiento(Hidroxipropilmetilcelulosa), Agente de carga(Celulosa microcristalina), Agente de carga(Estearato de magnesio), Antiaglomerante(Dióxido de silicio)</p> <p><strong>Modo de uso</strong></p> <p>Tomar dos cápsulas al día, repartidas en dos de las comidas principales.</p> <p>Dosis diaria máxima recomendada: 2 cápsulas</p> <p></p>;;;Multivitamínicos;;;;;3195;publish;2024-06-06 16:59:14;2025-05-23 16:57:21
8429420142756;0;11.9835;21;;;DUO ISDIN DESODORANTE LAMBDA CONTROL FREE 50 ML + 50 ML;;;Desodorantes, Isdin;;;;;3193;publish;2024-06-06 15:58:38;2025-05-23 16:57:21
8429420296664;0;25.5785;21;;;<p>Aplica Babynaturals Gel Champú sobre la piel mojada de tu bebé realizando un suave masaje hasta formar espuma. Aclara la espuma con abundante agua hasta que su piel quede totalmente limpia. Finaliza el baño secándolo delicadamente y prestando atención a zonas poco accesibles.</p>;;;Champús infantiles, Isdin;;;;;3189;publish;2024-06-06 15:58:34;2025-05-23 16:57:21
8429420296671;1;22.2727;21;;;<p>Aplica Babynaturals Pomada del Pañal Regeneradora con suavidad sobre la piel limpia y seca de tu bebé en cada cambio de pañal. Cubre con una capa fina y homogénea zonas sensibles como los glúteos o el área genital. En caso de no apreciar mejoría en unos días o si aumentara la extensión de la rojez, consulta al pediatra.</p>;;;Cremas infantiles;;;;;3187;publish;2024-06-06 15:58:31;2025-05-23 16:57:21
8436540339751;3;11.5289;21;;;<p>Protege únicamente de forma limitada a las picaduras de los insectos, por lo que su uso no excluye el cumplimiento de las recomendaciones sanitarias en zonas de riesgo de enfermedades por mosquitos.</p> <p>Resitente al agua.</p> <p>45 días de duración. (15 días cada pulsera).</p> <p>Indicada para adultos y niños a partir de 3 años.</p> <p>Incluye 3 pulseras con diferentes colores impregandas con esencia de citronela.</p>;;;Repelentes y Picaduras;;;;;3185;publish;2024-06-06 15:58:30;2025-05-23 16:57:21
8436540339744;0;11.5289;21;;;DEXIN PULSERA IBIZA 3 Unidades;;;Repelentes y Picaduras;;;;;3181;publish;2024-06-06 15:58:29;2025-05-23 16:57:21
8429420194748;0;15.6612;21;;;PACK ISDIN UREADIN LOTION 10 400 ML+200ML;;;Hidratación, Isdin;;;;;3179;publish;2024-06-06 15:58:28;2025-05-23 16:57:21
8050538341191;0;11.7727;21;;;<p>Tomar 1 comprimido al día.</p>;;;Multivitamínicos;;;;;3177;publish;2024-06-06 15:58:27;2025-05-23 16:57:21
5420008522833;16;13.1818;21;;;<p>Niños de 30 meses a 6 años: aplicar el producto solamente en los brazos y las piernas, 1 a 2 veces al día como máximo.</p> <p>A partir de los 7 años: aplicar en las zonas corporales expuestas y extender el producto hasta penetración completa, renovando la aplicación cada 7 horas. Para la cara, pulverizar en las manos y luego aplicar en la frente, las mejillas y el cuello, evitando el contacto con los ojos.</p> <p>Embarazo a partir del 4º mes y lactancia: aplicar el producto solamente en los brazos y las piernas, máximo 2 aplicaciones al día, mañana y noche. Renovar la aplicación tras el baño.</p>;;;Tratamientos corporales, Pranarom;;;;;3173;publish;2024-06-06 15:58:25;2025-05-23 16:57:21
5420008523052;38;8.2231;21;;;PRANAROM ROLL ON POSTPICADURAS;;;Repelentes y Picaduras, Pranarom;;;;;3171;publish;2024-06-06 15:58:24;2025-05-23 16:57:21
8437025981106;3;21.7273;21;;;<p>Formulada en exclusiva con una forma activa de B12 vegana: metilcobalamina. </p> <p>Contribuye al funcionamiento normal del sistema nervioso, del sistema inmunitario y la función psicológica normal. </p> <p><strong>¿Para qué sirve la B12?</strong></p> <p>La vitamina B12 es esencial para el buen funcionamiento del organismo.</p> <p>En IVB hemos usado la forma activa metilcobalamina que además de ser absorbida con mayor facilidad, es capaz de donar a nuestro metabolismo el grupo metil que es fundamental para más de 100 reacciones metabólicas entre ellos la síntesis de carnitina, melatonina, adrenalina o noradrenalina entre otros. Así no solo optimizamos nuestro niveles de B12 sino también nuestro metabolismo de metilación.</p> <p>Entre sus funciones se destacan:</p> <p>Un metabolismo energético normal.</p> <p>Reducción de la fatiga.</p> <p>Funcionamiento normal del sistema nervioso: la B12 es necesaria para una correcta mielinización nerviosa, siendo clave para una correcta transmisión nerviosa.</p> <p>Funcionamiento normal del sistema inmunitario: la vitamina B12 es necesaria para el desarrollo normal de los leucocitos (células claves del sistema inmune).</p> <p>La falta de B12 puede llevar a problemas de memoria, irritabilidad, desorientación y/o trastornos del estado de ánimo como apatía.</p> <p>Metabolismo normal de eliminación de la homocisteína cuyos niveles altos se asocian a un incremento del riesgo cardiovascular e incremento del riesgo de abortos, disminución de calidad del esperma y aumento del riesgo de demencias.</p> <p>Formación normal de glóbulos rojos.</p> <p>Crucial para la síntesis de ADN y división celular.</p> <p><strong>INSTRUCCIONES DE USO:</strong> Tomar 0,5 ml al día preferiblemente con comida.</p> <p><strong>DOSIS DIARIA RECOMENDADA:</strong> 0,5 ml.</p> <p><strong>INGREDIENTES:</strong> Agua purificada, humectante (glicerina vegetal), conservador (sorbato de potasio), acidulante (ácido cítrico), vitamina B12 (metilcobalamina), aroma de fresa.</p> <p>*La vitamina B12 contribuye al funcionamiento normal del sistema nervioso, contribuye al funcionamiento normal del sistema inmunitario y contribuye a la función psicológica normal.</p> <p>Los complementos alimenticios no deben utilizarse como sustitutos de una dieta equilibrada ni de un estilo de vida sano. Una dieta variada y equilibrada y un estilo de vida saludable son importantes.</p> <p>No superar la dosis diaria expresamente recomendada.</p> <p>Condiciones de conservación: Mantener en un lugar fresco y seco.</p> <p>Mantener fuera del alcance de los niños más pequeños. </p> <p></p>;;;Multivitamínicos, IVB;;;;;3165;publish;2024-06-06 15:58:21;2025-05-23 16:57:21
5420008510489;2;9.0496;21;;;PRANAROM GEL ACCESOS DENTALES BIO 15 ML;;;Pastas de Dientes, Pranarom;;;;;3163;publish;2024-06-06 15:58:12;2025-05-23 16:57:21
8712045036976;1;29.0455;21;;;ENFAMIL 2 800 GR;;;Leches Infantiles;;;;;3159;publish;2024-06-06 15:58:04;2025-05-23 16:57:21
8430442010909;3;14.5;21;;;<p>Epaplus Arthicare Intensive Colágeno nativo es un complemento alimenticio que ayuda a tus molestias articulares gracias a su contenido en silicio (del extracto de bambú). Además, contiene colágeno UCII, ácido hialurónico, manganeso, cobre, vitamina C y vitaminas B1, B2 y B6.</p> <p>MODO DE EMPLEO</p> <p>Tomar 1 comprimido al día, preferentemente antes de cenar, con agua u otro líquido.</p>;;;Articulaciones;;;;;3154;publish;2024-06-06 15:57:55;2025-05-23 16:57:21
3574661798653;6;4.4215;21;;;LISTERINE SABOR MENTOL 750 ML;;;Colutorios;;;;;3156;publish;2024-06-06 15:57:55;2025-05-23 16:57:21
8429420280878;12;18.1405;21;;;ISDIN FOTOPROTECCION INVISIBLE STICK SPF50 10G;;;Isdin, Solares Corporales, Solares Faciales;;;;;3148;publish;2024-06-06 15:57:53;2025-05-23 16:57:21
3574661798639;8;4.9174;21;;;<p><strong>CARACTERÍSTICAS DESTACADAS</strong></p> <p> Protección completa: Este enjuague bucal proporciona una protección integral contra los problemas bucales más comunes, incluida la placa bacteriana, la caries, el mal aliento y las enfermedades de las encías.</p> <p> Fórmula con flúor: Enriquecido con flúor, ayuda a fortalecer el esmalte dental y prevenir la formación de caries, manteniendo los dientes más fuertes y saludables.</p> <p> Eliminación de gérmenes: Sus ingredientes activos combaten eficazmente los gérmenes y bacterias que causan el mal aliento y otras afecciones bucales, dejando la boca limpia y fresca.</p> <p> Sabor refrescante: Con su refrescante sabor mentolado, proporciona una sensación de frescura duradera y agradable después del enjuague.</p> <p> Uso diario: Se recomienda utilizar este enjuague bucal dos veces al día, después del cepillado, para obtener mejores resultados y una protección continua.</p> <p><strong>Indicaciones</strong></p> <p>Verter 20 ml (aproximadamente 4 cucharaditas) de enjuague bucal en un vaso.</p> <p>- Enjuagar la boca vigorosamente durante 30 segundos, asegurándose de que el líquido llegue a todas las áreas de la boca, incluidos los dientes y las encías.</p> <p>- Escupir el enjuague bucal después de usarlo, evitando tragarlo.</p> <p>- No enjuagar con agua después de usar el enjuague bucal para obtener una protección óptima.</p>;;;Colutorios;;;;;3150;publish;2024-06-06 15:57:53;2025-05-23 16:57:21
8430442010534;4;38.1364;21;;;<p>Se recomienda agitar el envase antes de consumir el producto. La dosis diaria consiste en un cucharón nivelado de Epaplus Arthicare, que se disuelve en agua, jugo u otro líquido, unos 250 ml. Lo puedes disolver al instante.</p>;;;Articulaciones;;;;;3145;publish;2024-06-06 15:57:40;2025-05-23 16:57:21
8427426026926;1;5.7521;21;;;HALITA FORTE SPRAY BUCAL 15 ML;;;Halitosis;;;;;3141;publish;2024-06-06 15:56:51;2025-05-23 16:57:21
7612412429893;12;8.2231;21;;;CURAPROX TRAVEL SET;;;Cepillos Dentales, Pastas de Dientes;;;;;3138;publish;2024-06-06 15:56:46;2025-05-23 16:57:21
8428452786822;1;8.2231;21;;;<p>Kit de viaje compuesto por un total de 5 elementos. Dispone de un gel de ducha 3 en 1, una loción de aceite de almendras, un desodorante roll-on, un detífrico anticaries, y un cepillo de dientes plegable.</p> <p>La loción de aceite de almendras dulces proporciona una gran hidratación, con activos calmantes y regeneradores. Ofrece una suavidad sin iguales con un dulce y agradable aroma.</p>;;;Desodorantes, Geles y Jabones, Hidratación;;;;;3136;publish;2024-06-06 15:56:44;2025-05-23 16:57:21
8429420242647;0;20.6198;21;;;<p><strong>ACNIBEN BODY SPRAY 150 ML</strong></p> <p>Reduce los granos corporales</p> <p></p> <p>El spray corporal de secado rápido reduce granos en la espalda, hombros, y pecho.  Gracias a su fórmula con ácido salicílico y ácido glicólico, exfolia y renueva la superficie de la piel.</p> <p><strong>Modo de uso</strong></p> <p>Aplicar diariamente a una distancia de 5-10 cm de la piel. Masajear de forma suave para una mejor absorción. Evitar vaporizar sobre el rostro.</p> <p><strong>REGALO ACNIBEN TEEN SKIN GEL LIMPIADOR 50 ML</strong></p> <p>Proporciona una higiene profunda gracias a su fórmula con ácido salicílico.</p> <p>El nuevo Acniben Limpiador Matificante es el gel que limpia la piel grasa o con tendencia acneica sin resecar. Gracias a su fórmula desobstruye los poros, elimina las impurezas y reduce el exceso de sebo, dejando la piel fresca y matiﬁcada. </p> <p><strong>Modo de uso</strong></p> <p>Aplicar mañana y noche como primer paso de la rutina facial. Presionar el dosificador hasta que salga espuma y masajear en círculos sobre la piel húmeda (cara y cuello). Enjuagar con abundante agua.</p>;;;Antiacné, Isdin;;;;;3132;publish;2024-05-19 14:03:48;2025-05-23 16:57:21
8470003808651;0;13.1818;21;;;<p><strong>Beneficios</strong></p> <p>Higiene corporal diaria para piel normal y/o delicada.</p> <p>Textura suave y fácil de enjuagar.</p> <p>Fórmula con pH fisiológico.</p> <p>Probado dermatológicamente.</p> <p><strong>Modo de uso</strong></p> <p>Aplicar a diario sobre la piel previamente humedecida en el baño o ducha. Masajear hasta obtener espuma y aclarar.</p> <p><strong>Composición</strong></p> <p>Aqua (Water), Sodium Laureth Sulfate, Sodium C14-16 Olefin Sulfonate, Cocamidopropyl Betaine, PEG-32, PEG-4 Rapeseedamide, Sorbitol, Parfum (Fragrance), Polysorbate 20, Sodium Chloride, Sodium Benzoate, Hydroxypropyl Guar Hydroxypropyltrimonium Chloride, Lactic Acid, Disodium EDTA, PEG-150 Distearate, Dichlorobenzyl Alcohol, Potassium Sorbate, Coumarin, Benzyl Salicylate, Linalool, BHT, Alcohol Denat., Benzoic Acid, CI 19140 (Yellow 5), CI 42090 (Blue 1).</p>;;;Geles y Jabones, Isdin;;;;;3130;publish;2024-05-19 14:03:42;2025-05-23 16:57:22
8470003245913;0;11.5289;21;;;<p><strong>Beneficios</strong></p> <p>Espuma de Limpeza Purificante que elimina el exceso de grasa e impurezas, sin deshidratar la piel.</p> <p>No comedogénico. Oil-free.</p> <p><strong>Modo de uso</strong></p> <p>Aplicar mañana y noche como primer paso de la rutina facial. Presionar el dosificador hasta que salga espuma y masajear en círculos sobre la piel húmeda (cara y cuello). Enjuagar con abundante agua.</p> <p><strong>Composición</strong></p> <p>Aqua (Water), Decyl Glucoside, Sodium Laureth Sulfate, Glycerin, Niacinamide, Betaine, Disodium PEG-5 Laurylcitrate Sulfosuccinate, Sodium C14-16 Olefin Sulfonate, PEG-6 Caprylic/Capric Glycerides, PEG-7 Glyceryl Cocoate, Zinc PCA, Sodium Benzoate, Parfum (Fragrance), Potassium Sorbate, Starch Hydroxypropyltrimonium Chloride, Lactic Acid, Tetrasodium EDTA, Citric Acid, Biosaccharide Gum-2, Sodium Lactate, Alcohol Denat., Phenoxyethanol, Arginine, Urea, Benzoic Acid, CI 42090 (Blue 1), CI 17200 (Red 33).</p>;;;Antiacné, Desmaquillantes, Isdin, Limpieza;;;;;3126;publish;2024-05-19 14:03:40;2025-05-23 16:57:22
8470003245920;1;18.1405;21;;;"<p><b>Beneficios</b></p> <p>No comedogénico &amp; mineral oil free</p> <p>Sin residuo graso</p> <p><strong>Modo de uso</strong></p> <p>Aplicar por la mañana o por la noche como segundo paso de la rutina. Masajear hasta su correcta absorción.</p> <p><strong>Composición</strong></p> <p>Aqua (Water), Glycerin, Isodecyl Neopentanoate, Niacinamide, Cyclopentasiloxane, Cetyl Alcohol, Cyclohexasiloxane, PPG-15 Stearyl Ether, Polyacrylamide, Sclerotium Gum, Zinc PCA, Polymethyl Methacrylate, C13-14 Isoparaffin, Phenoxyethanol, Glyceryl Stearate, PEG-100 Stearate, Sodium Benzoate, Parfum (Fragrance), Laureth-7, Lactic Acid, Dimethicone/Vinyl Dimethicone Crosspolymer, Madecassoside, Sodium Hyaluronate, Potassium Sorbate, BHT, Biosaccharide Gum-2, Disodium EDTA, Sodium Hydroxide, Arginine, Citral.</p>";;;Antiacné, Isdin;;;;;3128;publish;2024-05-19 14:03:40;2025-05-23 16:57:22
8006540836224;6;2.6446;21;;;DODOT AQUA PURE TOALLITAS HUMEDAS PARA BEBES 48 UNIDADES;;;Toallitas infantiles;;;;;3122;publish;2024-05-19 14:03:34;2025-05-23 16:57:22
8700216064644;0;16.3182;21;;;<p>Una ayuda natural para conciliar el sueño, con ingredientes como la amapola de California, la valeriana y la melisa, además de vitamina B6 y GABA.</p> <p>ZzzQuil Natura Forte Melatonina 30 Gummies son una forma natural y rápida de ayudar a conciliar el sueño.</p> <p>Están hechos con melatonina, una hormona que regula el ciclo sueño-vigilia, y refuerzos naturales como amapola de California, valeriana, melisa y GABA para ayudar a reducir el estrés y la ansiedad.</p> <p>También contienen vitamina B6, esencial para el funcionamiento del sistema nervioso y la producción de serotonina que promueve la relajación y un mejor estado de ánimo.</p> <p>Con un delicioso sabor a frutos del bosque y sin efectos secundarios, son una opción fácil de usar y confiable para mejorar la calidad del sueño.</p> <p><strong>INDICACIONES</strong></p> <p>Están indicados para aquellas personas que tienen dificultades para conciliar el sueño de forma natural.</p> <p><strong>MODO DE EMPLEO</strong></p> <p>Tomar una gominola ZzzQuil Natura Forte Melatonina 30 minutos antes de acostarse para ayudar a conciliar el sueño rápidamente.</p> <p><strong>COMPOSICIÓN</strong></p> <p>Tienen sabor a frutas del bosque y contienen (por 1 gummy) 1,7 mg de melatonina, 2,8 mg de vitamina B6, 30 mg de extracto de valeriana, 10 mg de extracto de camomila y 10 mg de extracto de lavanda.</p> <p></p>;;;Relajantes;;;;;3120;publish;2024-05-19 14:03:32;2025-05-23 16:57:22
8429420236219;1;22.2727;21;;;"<p><strong>FUNCIÓN</strong></p> <p style=""margin-bottom:6pt;margin-top:0pt;"">Recomendado para el cuidado de las pieles grasas y con tendencia acneica.</p> <p><strong>MODO DE EMPLEO</strong></p> <p style=""margin-bottom:6pt;margin-top:0pt;"">La primera vez que uses el sérum retira el papel de aluminio de la parte inferior del envase y presiona el botón interior. Agita bien el envase (durante 15 segundos), para que se mezcle el retinal con el resto de ingredientes. Quita la tapa del producto y vuelve a presionar el botón interior para que salga el sérum. Extiende una cantidad equivalente a 5 gotas cada noche por toda la cara, sobre la piel limpia yseca. Masajea suavemente hasta que se absorba.</p> <p><strong>PRECAUCIONES Y ADVERTENCIAS</strong></p> <p style=""margin-bottom:6pt;margin-top:0pt;"">Evitar contacto con los ojos. En caso de contacto con los ojos, con abundante agua. Mantener el producto fuera del alcance de los niños. Es posible que experimente un leve enrojecimento temporal, sensación de calor, u hormigueo espués de las aplicaciones iniciales, Si nota molestias, espacie las aplicaciones. Si la irritación persistem suspenda su uso y consulte a su dermatólogo. Mientras usa este producto, se recomienda usar un protector solar acial durante el día y evitar la exposición a la luz solar directa.</p> <div><strong>COMPOSICIÓN</strong></div> <div>Aqua (Water), Dimethicone, Niacinamide, Betaine, Lauryl PEG/PPG-18/18 Methicone, Propanediol, Silica, Dibutyl Adipate, Alcohol Denat., Zinc PCA, 1,2-Hexanediol, Pentylene Glycol, Caprylyl Glycol, 4-T-Butylcyclohexanol, Sodium Acrylates Crosspolymer-2, Polyacrylate Crosspolymer-6, Xylitol, Caprylic Acid, Tocopheryl Acetate, Sphingomonas Ferment Extract, Caprylic/Capric Triglyceride, Glycerin, Hydroxyacetophenone, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Parfum (Fragrance), Maltodextrin, Bixa Orellana Seed Extract, Hydrolyzed Opuntia Ficus Indica Flower Extract, Disodium EDTA, Tocopherol, Retinal (Retinaldehyde), Sodium Hydroxide, Phospholipids, T-Butyl Alcohol, Citral, Ascorbic Acid.</div> <div></div> <div></div>";;;Antiacné, Isdin;;;;;3116;publish;2024-05-19 14:03:30;2025-05-23 16:57:22
8429420236769;3;12.8512;21;;;"<p><strong>FUNCIÓN</strong></p> <p style=""margin-bottom:6pt;margin-top:0pt;"">Purificante para un extra de higiene en la rutina de pieles grasas y/o con tendencia acneica.</p> <p><strong>Limpia el rostro</strong></p> <p>Limpia la piel del rostro en profundidad, disminuyendo el exceso de sebo inmediatamente.</p> <p><strong>Reduce los granos</strong></p> <p>Ayuda a matificar la piel y a reducir imperfecciones, granos y puntos negros.</p> <p><strong>Disminuye el sebo</strong></p> <p>Reduce de forma inmediata los brillos de la piel provocados por el exceso de sebo.</p> <p><strong>MODO DE EMPLEO</strong></p> <p style=""margin-bottom:6pt;margin-top:0pt;"">Utiizala 1 o 2 veces por semana, después de limpia tu piel . Aplica una fina capa por toda la cara, sobre la piel limpia y seca, evitando el área de los ojos y los labios. Deja que se seque durante 10-15 minutos y retirala suavemente con agua templada.</p> <p><strong>PRECAUCIONES Y ADVERTENCIAS</strong></p> <p style=""margin-bottom:6pt;margin-top:0pt;"">Evitar el contacto con ojos y mucosas. En caso de contacto con los ojos, lavar con abundante agua. Mantener el producto fuera del alcance de los niños.</p> <div><strong>COMPOSICIÓN</strong></div> <div>Aqua (Water), Glyceryl Stearate, Glycerin, CI  77891 (Titanium Dioxide), Behenyl  Alcohol, Niacinamide, PEG-100  Stearate, Tanaku-ra Clay, Hydrated Silica, CI 77289 (Chro-mium Hydroxide Green), Candelilla Cera (Euphorbia Cerifera Wax),  1,2-Hexane-diol, Caprylyl Glycol, Sclerotium Gum, Zinc PCA, Tetrasodium Glutamate Diacetate, Parfum (Fragrance), Citric Acid.</div>";;;Antiacné, Isdin;;;;;3114;publish;2024-05-19 14:03:29;2025-05-23 16:57:22
8006540555996;0;31.7727;21;;;"<p><strong>ACCIÓN Y DESCRIPCIÓN</strong></p> <p style=""margin-bottom:6pt;margin-top:0pt;"">Complemento alimenticio a base de melatonina, camomila, valeriana, lavanda y vitamina b6. Ayuda a dormir rápidamente: con melatonina, contribuye a reducir el tiempo necesario para conciliar el sueño.</p> <p><strong>MODO DE EMPLEO</strong></p> <p style=""margin-bottom:6pt;margin-top:0pt;"">Tome una gummy 30 minutos antes de acostarse, duerma al menos 6 horas.</p> <p><strong>PRECAUCIONES Y ADVERTENCIAS</strong></p> <p style=""margin-bottom:6pt;margin-top:0pt;"">Consulte a un profesional sanitario: en caso de dificultad para dormir durante un periodo prolongado de tiempo; antes de su uso si esta embarazada, intentando quedarse embarazada o en periodo de lactancia; personas con una afección médica, que toman medicación o que tienen enfermedades crónicas; si toma cualquier otra ayuda para el sueño. No debe conducir ni manejar maquinaria cuando toma melatonina. No consuma alcohol cuando tome este producto. Evite su uso si es alérgico a los ingredientes.</p> <div></div>";;;Relajantes;;;;;3112;publish;2024-05-19 14:03:26;2025-05-23 16:57:22
8429420181106;0;13.1818;21;;;<p><strong>Beneficios</strong></p> <p>Hidrata la piel y mantiene su nivel óptimo de hidratación durante 24 h.</p> <p>Protege y respeta la función barrera de la piel.</p> <p>Ayuda a relajar el bebé y deja una sensación muy agradable.</p> <p><strong>Modo de uso</strong></p> <p>Aplicar suavemente sobre la piel limpia y seca. Si es necesario, reaplicar el producto. </p> <p><strong>Composición</strong></p> <p>Aqua (Water), Coco-Caprylate/Caprate, Glycerin, Caprylic/Capric Triglyceride, Undecane, Methylpropanediol, Propanediol, Tridecane, Butyrospermum Parkii (Shea Butter), Lysolecithin, Sclerotium Gum, Caprylyl Glycol, Alpha-Glucan Oligosaccharide, Cetyl Alcohol, Gossypium Herbaceum (Cotton) Seed Oil, Pullulan, Xanthan Gum, Parfum (Fragrance), Sodium Acrylates Copolymer, Hydrogenated Polydecene, Tocopheryl Acetate, Phenylpropanol, Helianthus Annuus (Sunflower) Seed Oil, Phospholipids, Polyglyceryl-10 Stearate, Silica, Tocopherol, Helichrysum Italicum Extract, Lecithin, Ascorbyl Palmitate, Citric Acid.</p>;;;Cremas infantiles, Isdin;;;;;3106;publish;2024-05-19 14:03:20;2025-05-23 16:57:22
8001841492056;5;22.6818;21;;;"<p><strong>¿Cuándo debo tomar las gummies de melatonina de ZzzQuil NATURA?</strong></p> <p>Recomendamos tomar una gummy 30 minutos antes de dormir para ayudar a conciliar el sueño.<span style=""white-space:pre;""> </span></p>";;;Relajantes;;;;;3100;publish;2024-05-19 14:03:15;2025-05-23 16:57:22
8470001891365;1;3.6777;21;;;<p><strong>Beneficios</strong></p> <p>Higiene corporal diaria para piel normal y/o delicada.</p> <p>Textura suave y fácil de enjuagar.</p> <p>Fórmula con pH fisiológico.</p> <p>Probado dermatológicamente.</p> <p><strong>Modo de uso</strong></p> <p>Aplicar a diario sobre la piel previamente humedecida en el baño o ducha. Masajear hasta obtener espuma y aclarar.</p> <p><strong>Composición</strong></p> <p>Aqua (Water), Sodium Laureth Sulfate, Sodium C14-16 Olefin Sulfonate, Cocamidopropyl Betaine, PEG-32, PEG-4 Rapeseedamide, Sorbitol, Parfum (Fragrance), Polysorbate 20, Sodium Chloride, Sodium Benzoate, Hydroxypropyl Guar Hydroxypropyltrimonium Chloride, Lactic Acid, Disodium EDTA, PEG-150 Distearate, Dichlorobenzyl Alcohol, Potassium Sorbate, Coumarin, Benzyl Salicylate, Linalool, BHT, Alcohol Denat., Benzoic Acid, CI 19140 (Yellow 5), CI 42090 (Blue 1).</p>;;;Geles y Jabones, Isdin;;;;;3094;publish;2024-05-19 14:03:13;2025-05-23 16:57:22
